"residence_camp","ref","sex","birthplace","age","name","distance","activity","region"
"Bateké2","M15","F","Maca","Adolescent","V4",322.795017324639,"friend_visit","macao"
"Bakouengué","M26","F","Macao","Adulte","V6",2354.70991101907,"friend_visit","macao"
"Kakélo3","M140","M","Bangui","Adulte","V17",1212.33052015549,"friend_visit","macao"
"Bakouengué","M31","M","Berandjokou","Adulte","V3",12358.4418328894,"friend_visit","macao"
"Bakouengué","M31","M","Berandjokou","Adulte","V4",5792.10744501965,"friend_visit","macao"
"Bakouengué","M31","M","Berandjokou","Adulte","V6",2354.70991101907,"friend_visit","macao"
"Bakouengué","M31","M","Berandjokou","Adulte","V23",103119.595029403,"friend_visit","macao"
"Bakouengué","M31","M","Berandjokou","Adulte","V44",77389.9041091885,"friend_visit","macao"
"Kakélo2","M131","M","Bangui","Adulte","V11",9085.00963425744,"friend_visit","macao"
"Kakélo2","M131","M","Bangui","Adulte","V12",8919.50767534176,"friend_visit","macao"
"Kakélo2","M131","M","Bangui","Adulte","V17",1750.38603825094,"friend_visit","macao"
"Boua1","M137","F","Dongou","Adulte","V12",179.958241540146,"friend_visit","macao"
"Kakélo4","M161","M","Bangui","Adulte","V18",274.674893840174,"friend_visit","macao"
"Mopendé","M33","M","Papé","Personne âgée","V1",3761.25540820606,"friend_visit","macao"
"Mopendé","M33","M","Papé","Personne âgée","V2",4604.49087805054,"friend_visit","macao"
"Mopendé","M39","M","Papé","Adulte","V2",4604.49087805054,"friend_visit","macao"
"Boua1","M67","M","Bangui","Adulte","V12",179.958241540146,"friend_visit","macao"
"Atanga","M171","F","Macao","Adulte","V20",108144.948418122,"friend_visit","macao"
"Kakélo6","M159","F","Bangui","Adulte","V17",591.479098966977,"friend_visit","macao"
"Kakélo6","M159","F","Bangui","Adulte","V18",349.832173975241,"friend_visit","macao"
"Boua1","M69","M","Bangui","Adulte","V12",179.958241540146,"friend_visit","macao"
"Kakélo6","M158","M","Bangui","Adulte","V18",349.832173975241,"friend_visit","macao"
"Boua2","M121","M","Bangui","Adulte","V11",179.958241540146,"friend_visit","macao"
"Kakélo1","M139","M","Bangui","Adulte","V15",541.609485679695,"friend_visit","macao"
"Kakélo1","M139","M","Bangui","Adulte","V41",52276.2931404123,"friend_visit","macao"
"Kakélo1","M145","F","Bangui","Adulte","V12",9011.84018413536,"friend_visit","macao"
"Kakélo1","M145","F","Bangui","Adulte","V15",541.609485679695,"friend_visit","macao"
"Kakélo6","M153","M","Bangui","Adulte","V17",591.479098966977,"friend_visit","macao"
"Kakélo6","M153","M","Bangui","Adulte","V18",349.832173975241,"friend_visit","macao"
"Boua2","M136","F","Bangui","Adulte","V11",179.958241540146,"friend_visit","macao"
"Molapa_MA","M18","M","Macao","Adulte","V7",2354.70991101907,"friend_visit","macao"
"Bateké2","M14","M","Bangui","Adulte","V4",322.795017324639,"friend_visit","macao"
"Kakélo3","M148","F","Bangui","Adulte","V17",1212.33052015549,"friend_visit","macao"
"Kakélo3","M98","M","Bangui","Adulte","V41",51588.0979370855,"friend_visit","macao"
"Boua2","M75","F","Bangui","FALSE","V13",2139.85027524602,"gather","macao"
"Boua2","M75","F","Bangui","FALSE","V14",9011.84018413536,"gather","macao"
"Boua1","M90","F","Bangui","Adulte","V13",2306.38930255378,"gather","macao"
"Boua1","M90","F","Bangui","Adulte","V14",9172.8837897126,"gather","macao"
"Boua1","M90","F","Bangui","Adulte","V15",9085.00963425744,"gather","macao"
"Boua1","M90","F","Bangui","Adulte","V18",10120.0868718259,"gather","macao"
"Boua1","M90","F","Bangui","Adulte","V19",10411.3955637844,"gather","macao"
"Kakélo6","M111","F","Bangui","Adulte","V14",2796.94375733602,"gather","macao"
"Kakélo6","M111","F","Bangui","Adulte","V15",2341.8448165916,"gather","macao"
"Kakélo6","M111","F","Bangui","Adulte","V18",349.832173975241,"gather","macao"
"Kakélo2","M132","F","Bangui","Adulte","V10",14631.1288382643,"gather","macao"
"Boua1","M63","F","Bangui","Personne âgée","V14",9172.8837897126,"gather","macao"
"Boua1","M63","F","Bangui","Personne âgée","V15",9085.00963425744,"gather","macao"
"Boua2","M126","M","Bangui","Adulte","V14",9011.84018413536,"gather","macao"
"Boua1","M93","M","Bangui","Adolescent","V18",10120.0868718259,"gather","macao"
"Boua1","M93","M","Bangui","Adolescent","V19",10411.3955637844,"gather","macao"
"Boua2","M127","F","Bangui","Adulte","V14",9011.84018413536,"gather","macao"
"Boua2","M127","F","Bangui","Adulte","V15",8919.50767534176,"gather","macao"
"Boua2","M127","F","Bangui","Adulte","V16",9372.23789720004,"gather","macao"
"Boua2","M127","F","Bangui","Adulte","V17",9863.62628293346,"gather","macao"
"Boua2","M127","F","Bangui","Adulte","V18",9944.53369670127,"gather","macao"
"Boua2","M127","F","Bangui","Adulte","V19",10235.1190240658,"gather","macao"
"Kakélo1","M96","M","Bangui","Adulte","V22",86565.58499299,"gather","macao"
"Boua1","M92","F","Bangui","Adulte","V18",10120.0868718259,"gather","macao"
"Boua1","M92","F","Bangui","Adulte","V19",10411.3955637844,"gather","macao"
"Kakélo6","M108","F","Bangui","Adulte","V12",10235.1190240658,"gather","macao"
"Kakélo6","M108","F","Bangui","Adulte","V13",8148.95067736465,"gather","macao"
"Bakouengué","M31","M","Berandjokou","Adulte","V41",24156.7445854683,"gather","macao"
"Kakélo5","M99","F","Bangui","Adulte","V13",7848.88419351203,"gather","macao"
"Kakélo5","M99","F","Bangui","Adulte","V14",2480.03501039679,"gather","macao"
"Kakélo5","M99","F","Bangui","Adulte","V15",2009.72857423378,"gather","macao"
"Kakélo5","M99","F","Bangui","Adulte","V16",1483.03121989781,"gather","macao"
"Kakélo5","M99","F","Bangui","Adulte","V17",274.674893840174,"gather","macao"
"Kakélo2","M83","M","Bangui","Adulte","V41",51756.9057453129,"gather","macao"
"Boua1","M137","F","Dongou","Adulte","V14",9172.8837897126,"gather","macao"
"Boua1","M137","F","Dongou","Adulte","V15",9085.00963425744,"gather","macao"
"Atanga","M172","F","Macao","Adolescent","V6",7467.34026956874,"gather","macao"
"Boua2","M122","F","Bangui","Adulte","V14",9011.84018413536,"gather","macao"
"Atanga","M177","F","Macao","Adulte","V2",1189.62061529255,"gather","macao"
"Atanga","M177","F","Macao","Adulte","V3",7933.23578343522,"gather","macao"
"Atanga","M177","F","Macao","Adulte","V4",13414.890310879,"gather","macao"
"Atanga","M177","F","Macao","Adulte","V5",13207.5851184748,"gather","macao"
"Atanga","M177","F","Macao","Adulte","V6",7467.34026956874,"gather","macao"
"Atanga","M177","F","Macao","Adulte","V8",3761.25540820606,"gather","macao"
"Mopendé","M39","M","Papé","Adulte","V1",3761.25540820606,"gather","macao"
"Boua1","M67","M","Bangui","Adulte","V13",2306.38930255378,"gather","macao"
"Boua1","M67","M","Bangui","Adulte","V14",9172.8837897126,"gather","macao"
"Atanga","M171","F","Macao","Adulte","V3",7933.23578343522,"gather","macao"
"Atanga","M171","F","Macao","Adulte","V4",13414.890310879,"gather","macao"
"Atanga","M171","F","Macao","Adulte","V5",13207.5851184748,"gather","macao"
"Kakélo6","M159","F","Bangui","Adulte","V15",2341.8448165916,"gather","macao"
"Atanga","M170","F","Macao","Personne âgée","V3",7933.23578343522,"gather","macao"
"Atanga","M170","F","Macao","Personne âgée","V6",7467.34026956874,"gather","macao"
"Atanga","M170","F","Macao","Personne âgée","V7",8433.82904666263,"gather","macao"
"Kakélo4","M120","F","Bangui","Adolescent","V13",7756.07326036817,"gather","macao"
"Kakélo1","M145","F","Bangui","Adulte","V16",999.68994233426,"gather","macao"
"Kakélo6","M153","M","Bangui","Adulte","V11",10411.3955637844,"gather","macao"
"Kakélo6","M104","F","Bangui","Adulte","V13",8148.95067736465,"gather","macao"
"Kakélo6","M104","F","Bangui","Adulte","V14",2796.94375733602,"gather","macao"
"Kakélo6","M104","F","Bangui","Adulte","V16",1797.2539444575,"gather","macao"
"Kakélo6","M104","F","Bangui","Adulte","V17",591.479098966977,"gather","macao"
"Boua2","M136","F","Bangui","Adulte","V14",9011.84018413536,"gather","macao"
"Kakélo4","M167","M","Bangui","Adulte","V13",7756.07326036817,"hunt","macao"
"Kakélo5","M142","M","Bangui","Adolescent","V13",7848.88419351203,"hunt","macao"
"Kakélo6","M103","M","Bangui","Adulte","V16",1797.2539444575,"hunt","macao"
"Kakélo6","M103","M","Bangui","Adulte","V17",591.479098966977,"hunt","macao"
"Kakélo6","M103","M","Bangui","Adulte","V18",349.832173975241,"hunt","macao"
"Kakélo6","M150","M","Macao","Adulte","V11",10411.3955637844,"hunt","macao"
"Kakélo6","M150","M","Macao","Adulte","V12",10235.1190240658,"hunt","macao"
"Kakélo2","M131","M","Bangui","Adulte","V13",6779.67222175919,"hunt","macao"
"Boua2","M121","M","Bangui","Adulte","V13",2139.85027524602,"hunt","macao"
"Boua2","M121","M","Bangui","Adulte","V44",54223.313255282,"hunt","macao"
"Boua2","M70","M","Bangui","Adulte","V13",2139.85027524602,"hunt","macao"
"Boua2","M70","M","Bangui","Adulte","V14",9011.84018413536,"hunt","macao"
"Bateké2","M14","M","Bangui","Adulte","V52",71254.2716159108,"hunt","macao"
"Bateké1","M11","M","Djoubou","Adulte","V21",123026.740058616,"just_visit","macao"
"Bateké1","M11","M","Djoubou","Adulte","V33",67990.6458306737,"just_visit","macao"
"Mopendé","M36","F","Papé","Personne âgée","V41",31106.7974446578,"just_visit","macao"
"Bateké2","M15","F","Maca","Adolescent","V21",122718.935212352,"just_visit","macao"
"Moyimbi","M2","M","Dongou","Adulte","V28",140070.127602649,"just_visit","macao"
"Kakélo6","M103","M","Bangui","Adulte","V28",123770.103643903,"just_visit","macao"
"Mopendé","M41","F","Papé","Adulte","V35",16600.904756644,"just_visit","macao"
"Mopendé","M33","M","Papé","Personne âgée","V41",31106.7974446578,"just_visit","macao"
"Mopendé","M37","M","Papé","Adolescent","V41",31106.7974446578,"just_visit","macao"
"Atanga","M177","F","Macao","Adulte","V38",80522.0878234565,"just_visit","macao"
"Molapa_MA","M19","F","Bangui","Adulte","V33",63337.1112124924,"just_visit","macao"
"Boua2","M75","F","Bangui","FALSE","V35",1874.17275648421,"live","macao"
"Boua1","M90","F","Bangui","Adulte","V12",179.958241540146,"live","macao"
"Boua1","M90","F","Bangui","Adulte","V35",1752.49987354925,"live","macao"
"Kakélo6","M111","F","Bangui","Adulte","V35",11840.2978704713,"live","macao"
"Kakélo4","M119","F","Bangui","Adolescent","V35",11509.7489234474,"live","macao"
"Kakélo1","M94","M","Bangui","Personne âgée","V35",10804.3359712803,"live","macao"
"Moyimbi","M2","M","Dongou","Adulte","V41",35003.7855742702,"live","macao"
"Boua2","M74","M","Bangui","Adulte","V35",1874.17275648421,"live","macao"
"Bakouengué","M26","F","Macao","Adulte","V41",24156.7445854683,"live","macao"
"Movossovosso","M81","M","Dongou","Personne âgée","V35",3939.02498232609,"live","macao"
"Boua1","M93","M","Bangui","Adolescent","V35",1752.49987354925,"live","macao"
"Kakélo4","M116","F","Bangui","Adulte","V35",11509.7489234474,"live","macao"
"Kakélo1","M96","M","Bangui","Adulte","V35",10804.3359712803,"live","macao"
"Kakélo1","M96","M","Bangui","Adulte","V44",56885.2387038386,"live","macao"
"Kakélo6","M108","F","Bangui","Adulte","V35",11840.2978704713,"live","macao"
"Bakouengué","M31","M","Berandjokou","Adulte","V5",5706.8278067743,"live","macao"
"Kakélo5","M99","F","Bangui","Adulte","V35",11567.8787351302,"live","macao"
"Molapa_MA","M24","M","Bangui","Adulte","V22",109043.327784915,"live","macao"
"Kakélo2","M83","M","Bangui","Adulte","V35",10679.8033303923,"live","macao"
"Kakélo4","M115","M","","Adulte","V35",11509.7489234474,"live","macao"
"Kakélo2","M89","M","Bangui","Adolescent","V35",10679.8033303923,"live","macao"
"Moyimbi","M1","F","Dongou","Adulte","V41",35003.7855742702,"live","macao"
"Atanga","M176","F","Thanry","Adolescent","V41",32571.7269187918,"live","macao"
"Malomba","M56","F","Macao","Personne âgée","V41",38589.2466746511,"live","macao"
"Kakélo4","M120","F","Bangui","Adolescent","V35",11509.7489234474,"live","macao"
"Kakélo6","M104","F","Bangui","Adulte","V35",11840.2978704713,"live","macao"
"Molapa_MA","M18","M","Macao","Adulte","V41",25618.6685608506,"live","macao"
"Kakélo1","M95","F","Bangui","Personne âgée","V35",10804.3359712803,"live","macao"
"Bete1","M243","F","Mboule","Adulte","V22",46182.5040756221,"dance","macao"
"Banga","M332","F","Macao","Adulte","V16",1641953.85097493,"dance","macao"
"Banga","M335","M","Seke","Adolescent","V21",1631548.70925247,"dance","macao"
"Macao_camp6","M349","F","Macao","Adulte","V16",19190.6214459116,"dance","macao"
"Macao_camp7","M351","F","Macao","Adulte","V16",19103.1168398251,"dance","macao"
"Macao_camp9","M359","M","Macao","Adulte","V21",1149.65659820084,"dance","macao"
"Pape_village","M370","F","","Adulte","V16",1383.54885815451,"dance","macao"
"Payo","M221","F","","Personne âgée","V19",70536.4045300716,"fam_visit","macao"
"Payo","M221","F","","Personne âgée","V33",52088.3942527075,"fam_visit","macao"
"Payo","M222","M","","Personne âgée","V28",95292.5117399502,"fam_visit","macao"
"Payo","M222","M","","Personne âgée","V33",52088.3942527075,"fam_visit","macao"
"Payo","M224","M","Bangui","Adulte","V1",93415.6069361875,"fam_visit","macao"
"Payo","M229","M","Bangui","Adulte","V4",80838.0870613755,"fam_visit","macao"
"Payo","M247","F","","Personne âgée","V9",128746.532594066,"fam_visit","macao"
"Payo","M247","F","","Personne âgée","V22",46141.221811587,"fam_visit","macao"
"Payo","M247","F","","Personne âgée","V25",55479.945073118,"fam_visit","macao"
"Payo","M248","F","Bangui","Adulte","V22",46141.221811587,"fam_visit","macao"
"Bonga1","M258","F","Bangui","Personne âgée","V22",46200.1960374823,"fam_visit","macao"
"Bete2","M263","F","Bangui","Adulte","V33",51962.4091224245,"fam_visit","macao"
"Mboule","M272","M","Mboule","Adulte","V22",47313.7964735886,"fam_visit","macao"
"Mboule","M273","F","Bangui","Adolescent","V22",47313.7964735886,"fam_visit","macao"
"Mboule","M277","F","","Personne âgée","V14",41660.8331498184,"fam_visit","macao"
"Mboule","M281","F","Mboule","Adulte","V4",79763.1730657268,"fam_visit","macao"
"Mboule","M281","F","Mboule","Adulte","V25",54464.6829016138,"fam_visit","macao"
"Goumakoungou2","M373","F","Bangui","Personne âgée","V22",55191.4663033573,"fam_visit","macao"
"Goumakoungou2","M291","M","Mboule","Adulte","V33",45960.5443919484,"fam_visit","macao"
"Keke","M303","F","Moumbelou","Adulte","V16",13339.2020776609,"fam_visit","macao"
"Keke","M306","M","","Adulte","V16",13339.2020776609,"fam_visit","macao"
"Keke","M307","F","Mafoueté","Adulte","V16",13339.2020776609,"fam_visit","macao"
"Ngomo","M310","F","Mboule","Personne âgée","V33",46096.5748835738,"fam_visit","macao"
"Ngomo","M312","M","Bangui","Adulte","V22",52064.119141195,"fam_visit","macao"
"Ngomo","M315","M","Mboule","Adolescent","V16",5041.43210744455,"fam_visit","macao"
"Bayamoto","M319","F","Bangui","Personne âgée","V33",44234.2609490367,"fam_visit","macao"
"Lango","M326","F","Macao","Adulte","V21",911.935163858538,"fam_visit","macao"
"Banga","M333","M","Seke","Adulte","V16",1641953.85097493,"fam_visit","macao"
"Macao_camp3","M342","F","Bangui","Adulte","V21",1447.3503045703,"fam_visit","macao"
"Macao_camp3","M343","F","Macao","Adulte","V16",19711.1447616102,"fam_visit","macao"
"Macao_camp5","M346","M","Macao","Personne âgée","V16",19652.184419319,"fam_visit","macao"
"Macao_camp5","M346","M","Macao","Personne âgée","V21",1427.69713106899,"fam_visit","macao"
"Macao_camp5","M347","F","Djoube","Personne âgée","V21",1427.69713106899,"fam_visit","macao"
"Macao_camp4","M348","M","","Adulte","V16",19729.7931690179,"fam_visit","macao"
"Macao_camp7","M351","F","Macao","Adulte","V21",816.572101789044,"fam_visit","macao"
"Macao_camp7","M352","M","","Adulte","V16",19103.1168398251,"fam_visit","macao"
"Macao_camp7","M352","M","","Adulte","V19",77767.0266117185,"fam_visit","macao"
"Macao_camp8","M354","F","Thanry","Adulte","V21",980.711823676706,"fam_visit","macao"
"Macao_camp10","M360","F","Macao","Adulte","V16",19824.0719872415,"fam_visit","macao"
"Macao_camp10","M363","M","Macao","Adulte","V16",19824.0719872415,"fam_visit","macao"
"Pape_village","M364","F","Pape_village","Adolescent","V21",17602.3146152677,"fam_visit","macao"
"Pape_village","M366","F","Pape_village","Adolescent","V16",1383.54885815451,"fam_visit","macao"
"Pape_village","M366","F","Pape_village","Adolescent","V22",46777.5163593986,"fam_visit","macao"
"Pape_village","M367","M","Bangui-motaba","Personne âgée","V4",80087.5016197211,"fam_visit","macao"
"Pape_village","M367","M","Bangui-motaba","Personne âgée","V14",42057.3906002639,"fam_visit","macao"
"Pape_village","M368","M","Pape_village","Adulte","V16",1383.54885815451,"fam_visit","macao"
"Pape_village","M369","F","","Adolescent","V16",1383.54885815451,"fam_visit","macao"
"Pape_village","M370","F","Bangui","Personne âgée","V16",1383.54885815451,"fam_visit","macao"
"Pape_village","M372","M","Pape_village","Personne âgée","V16",1383.54885815451,"fam_visit","macao"
"Pape_village","M372","M","Pape_village","Personne âgée","V22",46777.5163593986,"fam_visit","macao"
"Bonga1","M212","M","Bangui","Adulte","V25",55493.5094776667,"fish","macao"
"Bonga1","M214","M","Bangui","Adulte","V25",55493.5094776667,"fish","macao"
"Keke","M296","M","Djoube","Adulte","V14",31564.1086582054,"fish","macao"
"Keke","M297","F","Bangui","Adulte","V14",31564.1086582054,"fish","macao"
"Keke","M303","F","Moumbelou","Adulte","V33",40077.5884604152,"fish","macao"
"Keke","M309","F","Bangui","Adulte","V14",31564.1086582054,"fish","macao"
"Ngomo","M313","M","Bangui","Adulte","V14",38083.1812535356,"fish","macao"
"Lango","M328","M","Zingo","Personne âgée","V14",59801.8278980298,"fish","macao"
"Banga","M333","M","Seke","Adulte","V14",1657583.13303803,"fish","macao"
"Pape_village","M367","M","Bangui-motaba","Personne âgée","V51",129049.520639194,"fish","macao"
"Payo","M223","F","","Adulte","V21",16936.2617916787,"friend_visit","macao"
"Payo","M224","M","Bangui","Adulte","V16",1597.3212503376,"friend_visit","macao"
"Payo","M224","M","Bangui","Adulte","V3",88460.233845982,"gather","macao"
"Payo","M247","F","","Personne âgée","V16",1597.3212503376,"gather","macao"
"Mboule","M282","M","Bangui","Adulte","V21",18101.5448824699,"gather","macao"
"Goumakoungou2","M289","F","Bangui","Adulte","V21",25941.248316406,"gather","macao"
"Goumakoungou2","M291","M","Mboule","Adulte","V16",7603.19022978003,"gather","macao"
"Goumakoungou2","M293","M","Bangui","","V16",7603.19022978003,"gather","macao"
"Goumakoungou2","M294","F","Bangui","Adolescent","V16",7603.19022978003,"gather","macao"
"Keke","M296","M","Djoube","Adulte","V16",13339.2020776609,"gather","macao"
"Keke","M297","F","Bangui","Adulte","V16",13339.2020776609,"gather","macao"
"Mboule","M298","M","Bangui","Adolescent","V21",18101.5448824699,"gather","macao"
"Keke","M300","F","Djoube","Adulte","V16",13339.2020776609,"gather","macao"
"Keke","M301","M","Mboule","Adulte","V21",31146.9309921936,"gather","macao"
"Keke","M304","F","Bobate","Adulte","V16",13339.2020776609,"gather","macao"
"Keke","M304","F","Bobate","Adulte","V21",31146.9309921936,"gather","macao"
"Keke","M309","F","Bangui","Adulte","V16",13339.2020776609,"gather","macao"
"Ngomo","M313","M","Bangui","Adulte","V16",5041.43210744455,"gather","macao"
"Ngomo","M316","M","Bangui","Adolescent","V16",5041.43210744455,"gather","macao"
"Bayamoto","M318","M","Bangui","Personne âgée","V16",6461.95992336132,"gather","macao"
"Bayamoto","M322","M","Bangui","Adulte","V16",6461.95992336132,"gather","macao"
"Bayamoto","M323","M","Bangui","Adulte","V16",6461.95992336132,"gather","macao"
"Bayamoto","M325","F","Bangui","Adolescent","V16",6461.95992336132,"gather","macao"
"Bayamoto","M318","M","Bangui","Personne âgée","V33",44234.2609490367,"hunt","macao"
"Payo","M223","F","","Adulte","V16",1597.3212503376,"just_visit","macao"
"Payo","M229","M","Bangui","Adulte","V21",16936.2617916787,"just_visit","macao"
"Bete3","M239","M","Bangui","Adulte","V22",46327.0918961585,"just_visit","macao"
"Mboule","M271","M","Bangui","Adulte","V16",620.982971889788,"just_visit","macao"
"Mboule","M271","M","Bangui","Adulte","V22",47313.7964735886,"just_visit","macao"
"Mboule","M272","M","Mboule","Adulte","V16",620.982971889788,"just_visit","macao"
"Mboule","M277","F","","Personne âgée","V16",620.982971889788,"just_visit","macao"
"Mboule","M277","F","","Personne âgée","V21",18101.5448824699,"just_visit","macao"
"Mboule","M285","M","Bangui","Adolescent","V16",620.982971889788,"just_visit","macao"
"Mboule","M287","F","Bangui","Adolescent","V16",620.982971889788,"just_visit","macao"
"Goumakoungou2","M291","M","Mboule","Adulte","V22",55191.4663033573,"just_visit","macao"
"Keke","M299","M","Djoube","Adulte","V16",13339.2020776609,"just_visit","macao"
"Keke","M299","M","Djoube","Adulte","V22",60318.7114715386,"just_visit","macao"
"Keke","M301","M","Mboule","Adulte","V16",13339.2020776609,"just_visit","macao"
"Keke","M309","F","Bangui","Adulte","V25",46458.2785981672,"just_visit","macao"
"Ngomo","M312","M","Bangui","Adulte","V2",91874.0181963364,"just_visit","macao"
"Ngomo","M312","M","Bangui","Adulte","V14",38083.1812535356,"just_visit","macao"
"Ngomo","M312","M","Bangui","Adulte","V21",22832.1102512414,"just_visit","macao"
"Lango","M328","M","Zingo","Personne âgée","V21",911.935163858538,"just_visit","macao"
"Lango","M330","M","Macao","Adulte","V16",18778.5796982756,"just_visit","macao"
"Banga","M333","M","Seke","Adulte","V21",1631548.70925247,"just_visit","macao"
"Macao_camp3","M344","M","Bangui","Adulte","V21",1447.3503045703,"just_visit","macao"
"Pape_village","M367","M","Bangui-motaba","Personne âgée","V10",93402.7460858938,"just_visit","macao"
"Pape_village","M367","M","Bangui-motaba","Personne âgée","V33",52073.3069587631,"just_visit","macao"
"Bonga2","M202","M","Bangui","Adulte","V16",1365.664498575,"live","macao"
"Bate","M208","M","Bate","Adulte","V3",87923.6820229656,"live","macao"
"Payo","M230","M","Macao","Adulte","V22",46141.221811587,"live","macao"
"Bete3","M241","F","Bangui","Adulte","V16",1418.61090347273,"live","macao"
"Bete3","M268","F","Bangui","Adulte","V16",1418.61090347273,"live","macao"
"Goumakoungou2","M295","F","Bangui","Adolescent","V16",7603.19022978003,"live","macao"
"Keke","M296","M","Djoube","Adulte","V19",73474.4781655671,"live","macao"
"Keke","M307","F","Mafoueté","Adulte","V14",31564.1086582054,"live","macao"
"Ngomo","M315","M","Mboule","Adolescent","V21",22832.1102512414,"live","macao"
"Lango","M326","F","Macao","Adulte","V22",28829.4870227704,"live","macao"
"Lango","M329","M","Macao","Adulte","V22",28829.4870227704,"live","macao"
"Lango","M330","M","Macao","Adulte","V22",28829.4870227704,"live","macao"
"Mbila_MA","M331","M","Bangui","Personne âgée","V16",18799.3652860422,"live","macao"
"Mbila_MA","M331","M","Bangui","Personne âgée","V22",28808.9602945663,"live","macao"
"Banga","M333","M","Seke","Adulte","V25",1651619.14469288,"live","macao"
"Macao_camp1","M341","F","Nzingou","Adulte","V16",19137.792731905,"live","macao"
"Macao_camp3","M342","F","Bangui","Adulte","V22",27896.0473511169,"live","macao"
"Macao_camp3","M343","F","Macao","Adulte","V22",27896.0473511169,"live","macao"
"Macao_camp3","M344","M","Bangui","Adulte","V16",19711.1447616102,"live","macao"
"Macao_camp3","M344","M","Bangui","Adulte","V22",27896.0473511169,"live","macao"
"Macao_camp3","M345","M","Macao","Adolescent","V22",27896.0473511169,"live","macao"
"Macao_camp5","M346","M","Macao","Personne âgée","V22",27954.4860068108,"live","macao"
"Macao_camp5","M347","F","Djoube","Personne âgée","V22",27954.4860068108,"live","macao"
"Macao_camp7","M351","F","Macao","Adulte","V22",28507.1706957234,"live","macao"
"Macao_camp8","M354","F","Thanry","Adulte","V22",28575.2458818185,"live","macao"
"Macao_camp8","M355","M","Pape","Adolescent","V22",28575.2458818185,"live","macao"
"Macao_camp9","M357","","Macao","Adulte","V22",28506.7770502886,"live","macao"
"Macao_camp9","M359","M","Macao","Adulte","V22",28506.7770502886,"live","macao"
"Macao_camp10","M360","F","Macao","Adulte","V22",27783.0722781368,"live","macao"
"Macao_camp4","M361","F","Macao","Adolescent","V22",27877.0563641224,"live","macao"
"Macao_camp10","M363","M","Macao","Adulte","V22",27783.0722781368,"live","macao"
"Pape_village","M367","M","Bangui-motaba","Personne âgée","V16",1383.54885815451,"live","macao"
"Makossa1","MI10","M","Minganga","Adulte","V43",12367.846125473,"dance","minganga"
"Makossa1","MI10","M","Minganga","Adulte","V63",34795.0694156737,"dance","minganga"
"Bokéya1","MI107","M","Attention","Adolescent","V63",19394.168014374,"dance","minganga"
"Bokéya1","MI109","M","Attention","Adulte","V63",19394.168014374,"dance","minganga"
"Bokéya1","MI113","M","Attention","Adulte","V62",19047.8605437617,"dance","minganga"
"Moundouala1","MI114","M","","Adulte","V62",16788.2899545876,"dance","minganga"
"Ndémiko","MI123","M","Minganga","Adulte","V63",20488.4030588227,"dance","minganga"
"Epopé","MI127","M","Attention","Adulte","V62",17093.5528414319,"dance","minganga"
"Epopé","MI127","M","Attention","Adulte","V63",17323.8909163794,"dance","minganga"
"Mbaya","MI17","M","Mossombo","Personne âgée","V43",6482.71147905199,"dance","minganga"
"Mbaya","MI21","F","Mossombo","Personne âgée","V43",6482.71147905199,"dance","minganga"
"Mbaya","MI22","M","Minganga","Adulte","V64",20470.5867014215,"dance","minganga"
"Bylikombo2","MI29","M","Minganga","Adulte","V43",1241.30171438424,"dance","minganga"
"Epopé","MI31","F","Toukoulaka","Personne âgée","V43",9739.37192194878,"dance","minganga"
"Avocat","MI41","M","Minganga","Personne âgée","V66",63025.9297236075,"dance","minganga"
"Makossa3","MI6","F","Mbili","Adulte","V62",35003.8117668715,"dance","minganga"
"Makossa3","MI78","F","Mossombo","Adulte","V62",35003.8117668715,"dance","minganga"
"Makossa3","MI78","F","Mossombo","Adulte","V64",26187.7318112722,"dance","minganga"
"Makossa3","MI81","M","Mossombo","Adolescent","V64",26187.7318112722,"dance","minganga"
"Mbaya","MI86","F","","Adulte","V53",95460.0041877715,"dance","minganga"
"Bylikombo2","MI99","F","Minganga","Adulte","V63",24892.005416506,"dance","minganga"
"VMA","MI105","F","Mbili","Personne âgée","V62",21580.6975445257,"fam_visit","minganga"
"VMA","MI106","F","Mossombo","Adulte","V63",21239.8847915227,"fam_visit","minganga"
"VMA","MI106","F","Mossombo","Adulte","V64",11823.4947689813,"fam_visit","minganga"
"Bokéya1","MI107","M","Attention","Adolescent","V31",99725.1687021239,"fam_visit","minganga"
"Bokéya1","MI110","F","Toukoulaka","Adulte","V64",11467.3402983625,"fam_visit","minganga"
"Bokéya1","MI113","M","Attention","Adulte","V5",977.642020277983,"fam_visit","minganga"
"Bokéya1","MI113","M","Attention","Adulte","V63",19394.168014374,"fam_visit","minganga"
"Bokéya1","MI113","M","Attention","Adulte","V64",11467.3402983625,"fam_visit","minganga"
"Moundouala1","MI114","M","","Adulte","V64",9036.4176782065,"fam_visit","minganga"
"Bokéya1","MI115","F","Bène","Adulte","V63",19394.168014374,"fam_visit","minganga"
"Bokéya1","MI115","F","Bène","Adulte","V64",11467.3402983625,"fam_visit","minganga"
"Bokéya1","MI116","F","Minganga","Adulte","V63",19394.168014374,"fam_visit","minganga"
"Moundouala1","MI117","F","Toukoulaka","Adulte","V64",9036.4176782065,"fam_visit","minganga"
"Makossa3","MI12","F","Mossombo","Personne âgée","V10",11748.2197056644,"fam_visit","minganga"
"Makossa3","MI12","F","Mossombo","Personne âgée","V64",26187.7318112722,"fam_visit","minganga"
